,사용자발화,엔진결과_module,엔진결과_intent_id,엔진결과_intent_title,엔진결과_confidence
1678,앱실행,DialogAdapter,IT1624933997476001,앱 웹 실행,1.0
1679,버스 정류장 근처에 누가 차를 세워놨어,DialogAdapter,IT1607320500673001,버스정류소 불법주정차 신고 안내,1.0
1680,안전신문고 앱,DialogAdapter,IT1624933997476001,앱 웹 실행,0.7071067811865475
1681,안전신문고,DialogAdapter,IT-0019,종료인사,1.0
1682,Sd,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1683,전화번호,DialogAdapter,IT-0158,유선전화 신고 문의,0.816496580927726
1684,공무원,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1685,회원정보 변경 공무원,DialogAdapter,IT1610011674292001,안전보안관 회원정보수정,0.8660254037844388
1686,회원정보 변경,DialogAdapter,IT1610011674292001,안전보안관 회원정보수정,1.0
1687,안녕하세요 제가알기론 편의점앞  파라솔벤치가 불법인걸로알고있는데 이런것도신고가능한가요?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1688,꺼져,DialogAdapter,IT-0019,종료인사,1.0
1689,왜 1분이지?,DialogAdapter,IT1631086105335001,불법 주정차 신고 사진 1분 간격,0.91
1690,신고 사진 찍는 법 알려줘,DialogAdapter,IT-0192,신고 촬영 방법 안내,0.816496580927726
1691,1분,DialogAdapter,IT1631086105335001,불법 주정차 신고 사진 1분 간격,1.0
1692,회원 정보,DialogAdapter,IT1610011674292001,안전보안관 회원정보수정,0.816496580927726
1693,남자니 여자니,DailyDialogAdapter,IT1603681305809001,성별,0.8660254037844388
1694,여자?,DailyDialogAdapter,IT1603681305809001,성별,1.0
1695,남자?,DailyDialogAdapter,IT1603681305809001,성별,1.0
1696,성별은 뭐니?,DailyDialogAdapter,IT1603681305809001,성별,1.0000000000000002
1697,남자야 여자야?,DailyDialogAdapter,IT1603681305809001,성별,1.0000000000000002
1698,성별은?,DailyDialogAdapter,IT1603681305809001,성별,1.0
1699,성벌,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1700,나이가 몇이니?,DailyDialogAdapter,IT1603680962581001,나이,0.8660254037844388
1701,도로 볼록거울,DialogAdapter,IT1607320061875001,도로·시설물 파손 및 고장 신고 안내,1.0
1702,불법주정차 신고,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,1.0
1703,불법코인방 사업설명회신고,DialogAdapter,IT1607320479310001,기타 생활불편 신고 안내,1.0000000000000002
1704,앱 실행,DialogAdapter,IT1624933997476001,앱 웹 실행,1.0
1705,코로나 방역법위반신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.6
1706,신고,DialogAdapter,IT-0020,신고 안내,1.0
1707,앱내 사진 촬영시 사진 저장 오류,DialogAdapter,IT1610009003065001,앱내 사진 촬영시 사진 저장 오류,0.8333333333333333
1708,일반 갤러리 사진으로 불법주정차 신고,DialogAdapter,IT1610006675435001,일반 갤러리 사진으로 불법주정차 신고,1.0
1709,g,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1710,ㅎ,DialogAdapter,IT-0018,환영인사,1.0
1711,세금만  갈아먹는 좀벌레들  일처리 똑바로해라,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1712,아무것도 해당사항이 없습니다.  공무원들도 일처리를 하려면 제대로 하길  세금만 받아먹지마시고,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1713,불법 주정차 신고에   아무것도 해당 사항이 없는데 이건 무슨 개같은 경우인가요,DOUB API,IT1607320483954001,불법주정차 신고 유형 안내,1.0
1714,교통에 방해가 되지도 않고   시민들의  도보에도 방해가 되지 않는데 도대체  법칙금 대상이 된다고  보내는건  무슨경우인가요?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1715,고객센터 전화번호,DialogAdapter,IT-0221,안신앱 운영센터 전화 연결,1.0
1716,거리두기 위반 신고,DialogAdapter,IT1607322793809001,밀폐·밀집·밀접이 일어난 경우 신고 안내,1.0000000000000002
1717,제보자,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1718,신고자,DialogAdapter,IT1610012062520001,익명보장 확인,0.7071067811865475
1719,코로나신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.9999999999999998
1720,신고자 보호 되나요,DialogAdapter,IT1610012062520001,익명보장 확인,1.0
1721,신고자 보호,DialogAdapter,IT1610012062520001,익명보장 확인,1.0
1722,재난,DialogAdapter,IT-0035,자연재난 국민안전행동요령,1.0
1723,앱 알림 거부 문의 [앱 알림이 안 울리게 하고 싶어요],DialogAdapter,IT1610010573778001,앱 알림 거부 문의,0.8164965809277261
1724,앱 알림 꺼집,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,0.9999999999999998
1725,앱 신고 알림,DialogAdapter,IT-0208,알림 수신함,0.7071067811865475
1726,앱 수신 알림,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,0.9999999999999998
1727,앱 알림 꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1728,앱 알림 꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1729,앱 알림 꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1730,봉고차량  82 모 4621 쓰레기를 버리고 가는게  씨씨티비 에  찍혀있어요 장소는  배산로 24 길 45 옆,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1731,공동구 사고 국민안전행동요령,DialogAdapter,IT-0052,공동구 사고 국민안전행동요령,1.0
1732,불법주정차 신고 유형 안내,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.8944271909999159
1733,코로나 신고방법,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.816496580927726
1734,주정차신고대상,DialogAdapter,IT-0022,불법주정차 신고 대상,1.0000000000000002
1735,차가 물에 빠졌다,DialogAdapter,IT1620290343011001,긴급 신고,0.7071067811865475
1736,산이 잘 안보여,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1737,땅이 흔들려,DialogAdapter,IT-0042,지진 국민안전행동요령,1.0
1738,모퉁이 자동차,DialogAdapter,IT1607320490320001,교차로 모퉁이 불법주정차 신고 안내,0.816496580927726
1739,불법주정차 신고할래,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,1.0
1740,불법주정차신고 어디서 해?>,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,1.0000000000000002
1741,안전신문고,DialogAdapter,IT-0019,종료인사,1.0
1742,신고내용 작성법,DialogAdapter,IT1607320454486001,교통위반 신고내용 작성요령,0.8660254037844388
1743,앱 알림 꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1744,앱알림꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1745,앱 알림 꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1746,앱 알림 꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1747,앱알림꺼짐,DialogAdapter,IT1610010573778001,앱 알림 거부 문의,1.0
1748,코로나19,DialogAdapter,IT-0029,코로나19,1.0
1749,안녕,DialogAdapter,IT-0018,환영인사,1.0
1750,행동요령,DialogAdapter,IT-0034,국민안전행동요령,0.9999999999999998
1751,sadasd,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1752,신고번호,DialogAdapter,IT-0158,유선전화 신고 문의,0.9999999999999998
1753,예고 정전 시,DialogAdapter,IT-0075,예고 정전 시,1.0
1754,전화번호,DialogAdapter,IT-0158,유선전화 신고 문의,0.816496580927726
1755,불법쓰레기를신고합니다 82모 4621  차량이   쓰레기 버리는게  씨씨티비에   있습니다  모현동 배산로 24 길45앞,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1756,방역수칙위반 신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,1.0
1757,코로나 대상별 유의사항,DialogAdapter,IT-0227,코로나 대상별 유의사항,1.0
1758,코로나 증상 뭐야,DialogAdapter,IT-0238,코로나19 증상 문의,0.816496580927726
1759,코로나 증상,DialogAdapter,IT1615447411189001,코로나 유증상자 유의사항,1.0
1760,유증상자,DialogAdapter,IT1615447411189001,코로나 유증상자 유의사항,1.0
1761,코로나 유증상자 유의사항,DialogAdapter,IT1615447411189001,코로나 유증상자 유의사항,1.0
1762,해당 앱 화면으로 이동합니다,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1763,코로나 발생동향 보여줘,DialogAdapter,IT-0224,코로나 발생동향,0.8660254037844388
1764,방역수칙 신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,1.0000000000000002
1765,방역수칙 위반 신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,1.0
1766,불편을드려 죄송하다 개선한다는 말만 되풀이하고 매일 똑같은상황 ㅠ,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1767,익명보장 확인,DialogAdapter,IT1610012062520001,익명보장 확인,0.816496580927726
1768,왜 과태료가 얼마인지를 같이 안 알려주는 서에요,DOUB API,IT1610007223559001,불법 주정차 과태료,1.0
1769,턱스크 코스크,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865475
1770,익명보장 확인,DialogAdapter,IT1610012062520001,익명보장 확인,0.816496580927726
1771,재난지원금,DialogAdapter,IT-0035,자연재난 국민안전행동요령,0.7071067811865475
1772,안전신문고 답변,DialogAdapter,IT1624933997476001,앱 웹 실행,0.7071067811865475
1773,익명,DialogAdapter,IT1610012062520001,익명보장 확인,0.7071067811865475
1774,익명,DialogAdapter,IT1610012062520001,익명보장 확인,0.7071067811865475
1775,신고,DialogAdapter,IT-0020,신고 안내,1.0
1776,코로나 신고하면 얼마나 걸려?,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.9999999999999998
1777,거리두기 4단계 신고합니다,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7745966692414834
1778,신고하고싶어요,DialogAdapter,IT-0020,신고 안내,0.92
1779,불법주정차 신고 유형 안내,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.8944271909999159
1780,거리두기 방역 수치 어긴경우는 어디에 해당되나요?,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.6123724356957946
1781,불법주정차 사진 촬영 어려움,DialogAdapter,IT1610007279725001,불법 주정차 사진 촬영 어려움,0.8944271909999159
1782,코로나 방역수칙위반신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.9999999999999999
1783,신고하고싶어요,DialogAdapter,IT-0020,신고 안내,0.92
1784,안녕하세요,DialogAdapter,IT-0018,환영인사,1.0
1785,사랑해,DailyDialogAdapter,IT1603680369734001,사랑해,0.9999999999999998
1786,코로나 방역수칙 위반 신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.9999999999999999
1787,야당역 금별맥주 신고합니다  4명이 모일수가 있나요?,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1788,안전신문고에 코로나19 방역수치와 흡연에대해 신고를 3번이나 하였는데 어찌하여 단속을 피해서 가는것같네요~ 새벽6시부터오전10시까지 행위가 심하고 오후에는 4시부터 쭉 시간대가 심한데 어찌 목욕탕과여관을 단속해야할 시간대를 피하시는것같아요~ 걱정입니다~~ 목욕탕안을 사진을 찍을수도없고  참으로 어이없는 답변내용에 황당합니다~,DOUB API,IT1607321122687001,코로나19 신고 유형 안내,1.0
1789,알고 있으라고 하지 마시고 신고를 하면 얼마짜리 과태료가 발부됩니다 라고까지 같이 알려주셔야지요,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1790,왜 과태료가  얼마인지를 같이 안 알려주는 서에요,DOUB API,IT1610007223559001,불법 주정차 과태료,1.0
1791,코로나로 인해 인원제한이 걸려있는데도 불구하고 방역수칙을 위반한 사람들은 어디에 신고를 하나요 ?,DOUB API,IT1607321122687001,코로나19 신고 유형 안내,1.0
1792,불법주정차 과태료 부과 여부 문의,DialogAdapter,IT1610006846835001,불법 주정차 과태료 부과 여부 문의,1.0
1793,장애인주차구역에 주차한차량 조회하면 장애인차량인지아닌지 조회가능한거아닌가요,DialogAdapter,IT1607321112433001,장애인 전용구역 불법주정차 신고 안내,0.8249579113843055
1794,내집앞 주차,DialogAdapter,IT1607321117030001,기타 불법주정차 신고 안내,0.816496580927726
1795,차고,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.8944271909999159
1796,불법주정차 신고 유형 안내,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.8944271909999159
1797,차고 앞 주차,DialogAdapter,IT1607320490320001,교차로 모퉁이 불법주정차 신고 안내,0.6666666666666669
1798,차고앞주정차,DialogAdapter,IT1607320490320001,교차로 모퉁이 불법주정차 신고 안내,0.6666666666666669
1799,지진,DialogAdapter,IT-0042,지진 국민안전행동요령,1.0
1800,안녕하세요,DialogAdapter,IT-0018,환영인사,1.0
1801,처리기간이 너무 길어요,DialogAdapter,IT1610008152088001,신고 처리 기간 문의,0.816496580927726
1802,신고처리가 안되요,DialogAdapter,IT-0153,신고 처리 관련 문의,0.9999999999999998
1803,챗봇상담시작,DialogAdapter,IT-0018,환영인사,0.8660254037844388
1804,코로나 신고 처벌,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.816496580927726
1805,코로나,DialogAdapter,IT-0029,코로나19,1.0
1806,그렇구나,DialogAdapter,IT1632897711145001,네,1.0
1807,태풍,DialogAdapter,IT-0036,태풍 호우 국민안전행동요령,1.0
1808,안녕,DialogAdapter,IT-0018,환영인사,1.0
1809,노마스크,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865475
1810,코로나 신고 유형,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,1.0000000000000002
1811,실내 노마스크,DialogAdapter,IT1607322805559001,"출입자 관리 위반, 마스크 미착용 신고 안내",0.7071067811865475
1812,코로나 신고,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,0.9999999999999998
1813,휴대전화번호 변경으로 회원정보 조회 불가,DialogAdapter,IT1610012115491001,휴대전화번호 변경으로 회원정보 조회 불가,0.7216878364870323
1814,전번이 바뀌었는데 아이디랑 비번을 찾을 수가 없어요...,DialogAdapter,IT1610012115491001,휴대전화번호 변경으로 회원정보 조회 불가,1.0000000000000002
1815,코로나 신고유형,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,1.0000000000000002
1816,코로나 신고유형,DialogAdapter,IT1607321122687001,코로나19 신고 유형 안내,1.0000000000000002
1817,ㅇㅇ,DialogAdapter,IT1632897711145001,네,1.0
1818,호,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1819,ㅇㅇ,DialogAdapter,IT1632897711145001,네,1.0
1820,새벽에 신고 답변을 보내지?,DialogAdapter,IT-0153,신고 처리 관련 문의,0.6666666666666669
1821,SPP-21082900052 답변좀 알수 있을까요,DialogAdapter,IT-REPORTNUM,신고번호 메시지,1.0
1822,풋살,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
1823,코로나 풋살,DialogAdapter,IT-0029,코로나19,0.7071067811865475
1824,비회원으로 신고했는데,DialogAdapter,IT1610004755953001,비회원 신고 문의,0.9999999999999998
1825,그렇지 맞아,DialogAdapter,IT1632897711145001,네,0.9999999999999998
1826,나 배고파,DailyDialogAdapter,IT1603680693244001,배고픔,0.9999999999999998
1827,비온다  폭우야,DOUB API,IT-0036,태풍 호우 국민안전행동요령,1.0
1828,신고하기,DialogAdapter,IT-0020,신고 안내,1.0
1829,불법주정차,DialogAdapter,IT1607320483954001,불법주정차 신고 유형 안내,0.9999999999999998
1830,신고?,DialogAdapter,IT-0020,신고 안내,1.0
1831,화산재,DialogAdapter,IT-0045,화산재 낙하 국민안전행동요령,1.0
1832,산사태,DialogAdapter,IT-0047,산사태 국민안전행동요령,1.0
1833,자연재난,DialogAdapter,IT-0035,자연재난 국민안전행동요령,1.0
1834,뭘 어떻게 노력하는지요???,DialogAdapter,IT1620799745019001,응답 불만족,1.0
1835,불편을드려 죄송하다 개선한다는 말만 되풀이하고 매일 똑같은상황 ㅠ,FallbackAdapter,IT-FALLBACK,폴백 메시지,1.0
